NB_OBJ,NB_SYS,SYSTEM_NAME,OBJ_CAT,OBJ_NAME,RA,DEC,EPOCH,PARALLAX,PARALLAX_ERROR,PARALLAX_BIBCODE,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,PM_BIBCODE,RV,RV_ERROR,RV_BIBCODE,SP_TYPE,SP_BIBCODE,SP_METHOD,G_CODE,G,G_ESTIMATE,GBP,GRP,U,B,V,R,I,J,H,K,SYSTEM_BIBCODE,EXOPLANET_COUNT,GAIA_DR2,GAIA_EDR3,SIMBAD_NAME,COMMON_NAME,GJ,HD,HIP,COMMENT
65,31,Ross 614,LM,Ross 614 A,97.35079477387,-2.81713071812,2016,242.9659,0.8833,2018yCat.1345....0G,750.14,1.648,-802.947,1.475,2018yCat.1345....0G,16.7,0.2,2006AstL...32..759G,M4.5,2002AJ....123.2002H,Opt Spec,3,9.63,,11.338324,8.25791,13.942,12.764,11.071,9.77,8.05,6.376,5.754,5.486,2003AJ....125.1530G,,Gaia DR2 3117120863523946368,Gaia EDR3 3117120863523946368,Ross 614 A,V577 Mon A,GJ 234 A,,HIP 30920,...
66,31,Ross 614,LM,Ross 614 B,97.35079477387,-2.81713071812,2016,242.9659,0.8833,FROM:Ross614A,750.14,1.648,-802.947,1.475,FROM:Ross614A,,,,M5.5,WDS,,10,,10.66,,,,16,14.23,,,,,,2003AJ....125.1530G,,,,Ross 614 B,V577 Mon B,GJ 234 B,,,Could be EDR3 3117120863519565568 but doubtful because similar magnitudes
67,32,UGPS J072227.51-054031.2,BD,UGPS J072227.51-054031.2,110.614629,-5.675336,2000,242.8,2.4,2012ApJ...748...74L,-903.738,1.5842,351.808,0.6167,2012ApJS..201...19D,,,,> T9,2010MNRAS.408L..56L,NIR Spec,20,,23.04,,,,,,,,16.518,16.896,17.074,,,,,UGPS J072227.51-054031.2,,,,,...
68,33,V2306 Oph,LM,Wolf 1061,247.574814162493,-12.667851080811,2016,232.138980839741,0.026823945,2020yCat.1350....0G,-94.2095949944127,0.03089707,-1183.91715758846,0.021104315,2020yCat.1350....0G,-21.216,0.0006,2018A&A...616A...7S,M3,2002AJ....123.2002H,Opt Spec,3,8.801877,,10.3223,7.590719,12.829,11.638,10.072,8.917,7.421,5.95,5.373,5.075,,3,Gaia DR2 4330690742322011520,Gaia EDR3 4330690742322011520,BD-12 4523,,GJ 628,,HIP 80824,...
69,33,V2306 Oph,Planet,Wolf 1061 b,247.574814162493,-12.667851080811,2016,232.138980839741,0.026823945,FROM:Wolf1061,,,,,,,,,,,,,,,,,,,,,,,,,2017A&A...602A..88A,,,,,,,,,...
70,33,V2306 Oph,Planet,Wolf 1061 c,247.574814162493,-12.667851080811,2016,232.138980839741,0.026823945,FROM:Wolf1061,,,,,,,,,,,,,,,,,,,,,,,,,2017A&A...602A..88A,,,,,,,,,...
71,33,V2306 Oph,Planet,Wolf 1061 d,247.574814162493,-12.667851080811,2016,232.138980839741,0.026823945,FROM:Wolf1061,,,,,,,,,,,,,,,,,,,,,,,,,2017A&A...602A..88A,,,,,,,,,...
72,34,Wolf 28,WD,Wolf 28,12.2967402504623,5.37655660842636,2016,231.779999532209,0.018272836,2020yCat.1350....0G,1231.39946537917,0.022946512,-2711.88250448498,0.019384578,2020yCat.1350....0G,15,20,1993AJ....105.1033A,DZ,2017AJ....154...32S,Opt Spec,3,12.299163,,12.53123,11.933642,12.984,12.92,12.374,12.106,11.854,11.688,11.572,11.498,,,Gaia DR2 2552928187080872832,Gaia EDR3 2552928187080872832,Wolf 28,van Maanen's Star,GJ 35,,HIP 3829,...
73,35,Wolf 424,LM,Wolf 424 A,188.314492801853,9.02209162485169,2016,231.118497802614,0.5118605,2020yCat.1350....0G,-1795.66090246,0.5651156,217.788566561916,0.5500163,2020yCat.1350....0G,1,4,2015ApJ...802L..10T,M5.5,2002AJ....123.2002H,Opt Spec,3,11.235116,,12.916022,9.381813,15.398,14.313,12.467,10.937,8.988,6.995,6.397,6.042,2006MNRAS.368.1392P,,,Gaia EDR3 3902874650602495232,Wolf 424,FL Vir A,GJ 473,,,...
74,35,Wolf 424,LM,Wolf 424 B,188.314676775881,9.02182920833981,2016,223.477473824233,0.46645853,2020yCat.1350....0G,-1710.46765406467,0.5541853,203.097808640446,0.45071223,2020yCat.1350....0G,,,,M7,1997AJ....113.2246R,Opt Spec,3,11.240162,,13.037464,9.539625,,,,,,,,,2006MNRAS.368.1392P,,,Gaia EDR3 3902874650601954816,Wolf 424,FL Vir B,,,,...
75,36,HD 225213,LM,HD 225213,1.38328415234812,-37.3677440280629,2016,230.097034028754,0.036182754,2020yCat.1350....0G,5633.43808789533,0.026583562,-2334.72127265204,0.030039242,2020yCat.1350....0G,25.534,0.001,2018A&A...616A...7S,M2,2014MNRAS.443.2561G,Opt Spec,3,7.6824937,,8.802319,6.6162696,11.074,10.022,8.562,7.589,6.432,5.328,4.732,4.535,,,Gaia DR2 2306965202564506752,Gaia EDR3 2306965202564744064,HD 225213,,GJ 1,HD 225213,HIP 439,...
76,37,TZ Ari,LM,GJ 9066,30.0589870476534,13.0440712011238,2016,223.732087209906,0.069856286,2020yCat.1350....0G,1096.45848589686,0.06671383,-1771.5261453795,0.056617845,2020yCat.1350....0G,-28.832,0.025,2020A&A...636A..36L,M4.5,1995AJ....110.1838R,Opt Spec,3,10.681062,,12.571853,9.383672,15.406,14.1,12.298,10.943,9.195,7.514,6.97,6.648,,2,Gaia DR2 76868614540049408,Gaia EDR3 76868614540049408,TZ Ari,,GJ 83.1,,,...
77,37,TZ Ari,Planet,GJ 9066 b,30.0589870476534,13.0440712011238,2016,223.732087209906,0.069856286,FROM:GJ9066,,,,,,,,,,,,,,,,,,,,,,,,,2020arXiv200807998F,,,,,,,,,...
78,37,TZ Ari,Planet,GJ 9066 c,30.0589870476534,13.0440712011238,2016,223.732087209906,0.069856286,FROM:GJ9066,,,,,,,,,,,,,,,,,,,,,,,,,2020arXiv200807998F,,,,,,,,,...
79,38,BD+68 946,LM,GJ 687,264.104052573197,68.3334976375916,2016,219.789772119749,0.021020047,2020yCat.1350....0G,-320.674724329967,0.023984322,-1269.89328665922,0.026745409,2020yCat.1350....0G,-28.759,0.0011,2018A&A...616A...7S,M3,2015A&A...577A.128A,Opt Spec,3,8.02864,,9.385179,6.8670616,11.73,10.65,,8.3,,5.335,4.77,4.548,,1,Gaia DR2 1637645127018395776,Gaia EDR3 1637645127018395776,BD+68 946,,GJ 687,,HIP 86162,GJ 687 c: candidate planet 2020arXiv200807998F
80,38,BD+68 946,Planet,GJ 687 b,264.104052573197,68.3334976375916,2016,219.789772119749,0.021020047,FROM:GJ687,,,,,,,,,,,,,,,,,,,,,,,,,2020arXiv200807998F,,,,,,,,,...
81,39,CD-46 11540,LM,GJ 674,262.170163922116,-46.8991048986438,2016,219.646251388395,0.026228724,2020yCat.1350....0G,572.568461820419,0.039771337,-880.582618762128,0.027025519,2020yCat.1350....0G,-2.904,0.0011,2018A&A...616A...7S,M2,2014MNRAS.443.2561G,Opt Spec,3,8.336431,,9.658231,7.193375,12.177,10.973,9.407,8.337,7.006,5.711,5.154,4.855,,1,Gaia DR2 5951824121022278144,Gaia EDR3 5951824121022278144,CD-46 11540,,GJ 674,,HIP 85523,...
82,39,CD-46 11540,Planet,GJ 674 b,262.170163922116,-46.8991048986438,2016,219.646251388395,0.026228724,FROM:GJ674,,,,,,,,,,,,,,,,,,,,,,,,,2007A&A...474..293B,,,,,,,,,...
83,40,WISE J163940.83-684738.6,BD,WISE J163940.83-684738.6,249.922582,-68.798903,2015.9,219.6,2.3,2021ApJS..253....7K,578.1,1.1,-3107.5,1.1,2021ApJS..253....7K,,,,Y0pec,2015ApJ...804...92S,NIR Spec,20,,23.47,,,,,,,,20.57,20.59,,,,,,WISE J163940.83-684738.6,,,,,...
84,41,LP 731-58,LM,LP 731-58,162.055183999012,-11.3428033197352,2016,219.330212630596,0.060230438,2020yCat.1350....0G,579.018668284531,0.06579582,-1530.07648358805,0.057569522,2020yCat.1350....0G,1.74,0.032,2020A&A...636A..36L,M6.5,2015A&A...577A.128A,Opt Spec,3,12.837447,,15.940733,11.3598585,,,15.784,16.01,11.25,8.857,8.263,7.93,,,Gaia DR2 3757613049856225792,Gaia EDR3 3757613049856225792,LP 731-58,,GJ 3622,,,...
85,42,LAWD 37,WD,LAWD 37,176.456646617301,-64.843052846102,2016,215.675273448185,0.018143972,2020yCat.1350....0G,2661.63959183404,0.018192463,-344.932507622536,0.019402547,2020yCat.1350....0G,,,,DQ,2017AJ....154...32S,Opt Spec,3,11.423104,,11.515765,11.230018,11.08,11.725,11.513,11.34,11.163,11.188,11.13,11.104,,,Gaia DR2 5332606522595645952,Gaia EDR3 5332606522595645952,LAWD 37,,GJ 440,,HIP 57367,...
86,43,GJ 1245,LM,GJ 1245 A,298.479759093416,44.4123301426034,2016,213.1329,0.5737,2018yCat.1345....0G,441.562,1.144,-434.241,1.031,2018yCat.1345....0G,3,5,2014AJ....147...20N,M5.5,2015A&A...577A.128A,Opt Spec,3,11.535,,13.72826,10.026949,,15.31,13.126,13.083,9.78,7.791,7.194,6.854,2015ApJ...800...95L,,Gaia DR2 2079073928612819840,Gaia EDR3 2079074130463898624,GJ 1245 A,,GJ 1245 A,,,...
87,43,GJ 1245,LM,GJ 1245 C,298.479759093416,44.4123301426034,2016,213.1329,0.5737,FROM:GJ1245A,441.562,1.144,-434.241,1.031,FROM:GJ1245A,,,,M8,2015ApJ...800...95L,Opt Phot,10,,13.24,,,,,,,,,,,2015ApJ...800...95L,,,,GJ 1245 C,,GJ 1245 C,,,...
88,43,GJ 1245,LM,GJ 1245 B,298.481925901761,44.4129061592291,2016,214.574503025698,0.04759333,2020yCat.1350....0G,349.363004776197,0.056223083,-480.322315106861,0.054057945,2020yCat.1350....0G,5.43,0.1,2010MNRAS.407.2269M,M5.5,2015A&A...577A.128A,Opt Spec,3,11.908311,,14.3320465,10.509522,,15.97,13.99,14.3,10.27,8.275,7.728,7.387,2015ApJ...800...95L,,Gaia DR2 2079073928612821760,Gaia EDR3 2079073928612821760,GJ 1245 B,,GJ 1245 B,,,...
89,44,WISEP J174124.25+255319.5,BD,WISEP J174124.25+255319.5,265.352586,25.892878,2000,214.3,2.8,2019ApJS..240...19K,-495,11,-1472,13,2013ApJ...762..119M,,,,T9,2011ApJS..197...19K,NIR Spec,20,,23.77,,,,,,,,16.451,16.356,,,,,,WISEP J174124.25+255319.5,,,,,...
90,45,IL Aqr,LM,GJ 876,343.324111001844,-14.2666893935166,2016,214.037988874316,0.035619885,2020yCat.1350....0G,957.714731289422,0.04122171,-673.601236480974,0.030698579,2020yCat.1350....0G,-1.6,0.0141,2018A&A...616A...7S,M4,2019A&A...625A..68S,Opt Spec,3,8.875059,,10.453005,7.6437206,12.928,11.749,10.192,9.013,7.462,5.934,5.349,5.01,,4,Gaia DR2 2603090003484152064,Gaia EDR3 2603090003484152064,BD-15 6290,IL Aqr,GJ 876 A,,HIP 113020,...
91,45,IL Aqr,Planet,GJ 876 b,343.324111001844,-14.2666893935166,2016,214.037988874316,0.035619885,FROM:GJ876,,,,,,,,,,,,,,,,,,,,,,,,,2018A&A...609A.117T,,,,,,,,,...
92,45,IL Aqr,Planet,GJ 876 c,343.324111001844,-14.2666893935166,2016,214.037988874316,0.035619885,FROM:GJ876,,,,,,,,,,,,,,,,,,,,,,,,,2005ApJ...634..625R,,,,,,,,,...
93,45,IL Aqr,Planet,GJ 876 d,343.324111001844,-14.2666893935166,2016,214.037988874316,0.035619885,FROM:GJ876,,,,,,,,,,,,,,,,,,,,,,,,,2014ApJ...781..103K,,,,,,,,,...
94,45,IL Aqr,Planet,GJ 876 e,343.324111001844,-14.2666893935166,2016,214.037988874316,0.035619885,FROM:GJ876,,,,,,,,,,,,,,,,,,,,,,,,,2010ApJ...719..890R,,,,,,,,,...
95,46,L 143-23,LM,L 143-23,161.085275513325,-61.2026383045944,2016,206.969775074564,0.04479964,2020yCat.1350....0G,-346.207616047732,0.05000522,1611.09996007753,0.051150113,2020yCat.1350....0G,,,,M5.5,2013A&A...556A..15R,Opt Spec,3,11.859422,,14.155519,10.474081,,15.74,13.92,12.33,10.31,8.492,8.05,7.728,,,Gaia DR2 5254061535097566848,Gaia EDR3 5254061535106490112,L 143-23,,GJ 3618,,,...
96,47,G 158-27,LM,G 158-27,1.67635042594439,-7.54647532525976,2016,206.350039205733,0.04744553,2020yCat.1350....0G,-811.565956255619,0.06421741,-1893.25084665481,0.03386662,2020yCat.1350....0G,-40.734,0.005,2014MNRAS.439.3094B,M5.5,2019A&A...625A..68S,Opt Spec,3,11.773832,,14.072416,10.397489,,,13.837,13.605,10.15,8.323,7.792,7.439,,,Gaia DR2 2441630500517079808,Gaia EDR3 2441630500517079808,G 158-27,,GJ 1002,,,...
97,48,DENIS J025503.3-470049,BD,DENIS J025503.3-470049,43.7719859347708,-47.0167283562266,2016,205.425085384527,0.18571998,2020yCat.1350....0G,1012.44472037117,0.18216792,-554.03083867335,0.24066855,2020yCat.1350....0G,,,,L9,2014AJ....147...34S,NIR Spec,3,18.598427,,21.753365,16.880054,,,22.921,19.906,17.454,13.246,12.204,11.558,,,Gaia DR2 4752399493622045696,Gaia EDR3 4752399493622045696,DENIS J025503.3-470049,DENIS 0255-4700,,,,...
98,49,HD 88230,*,HD 88230,152.832928958232,49.4519888971005,2016,205.314781965107,0.02237224,2020yCat.1350....0G,-1363.28718639863,0.016043497,-505.770358874919,0.020239066,2020yCat.1350....0G,-25.916,0.0287,2018A&A...616A...7S,K7.5e,2013AJ....145..102L,Opt Spec,3,5.9611735,,6.788394,5.066091,9.23,7.94,6.61,5.36,4.56,3.97,3.27,3.26,,,Gaia DR2 823773494718931968,Gaia EDR3 823773494718931968,HD 88230,,GJ 380,HD 88230,HIP 49908,...
99,50,BD+44 2051,LM,BD+44 2051 A,166.342059744275,43.5309485610846,2016,203.887592769695,0.033240344,2020yCat.1350....0G,-4406.46917882733,0.03108808,938.526626688607,0.02773793,2020yCat.1350....0G,68.578,0.023,2020A&A...636A..36L,M1,2015A&A...577A.128A,Opt Spec,3,7.912665,,8.982041,6.8778634,11.44,10.27,,7.9,,5.538,5.002,4.769,2015MNRAS.449.2618W,,,Gaia EDR3 778947814402602752,BD+44 2051,,GJ 412 A,,HIP 54211,...
100,50,BD+44 2051,LM,BD+44 2051 B,166.352089678773,43.5259076203614,2016,203.832343857388,0.050037432,2020yCat.1350....0G,-4339.84957844411,0.044766206,960.696130627272,0.04143234,2020yCat.1350....0G,69.163,0.023,2020A&A...636A..36L,M5.5,2015A&A...577A.128A,Opt Spec,3,12.257253,,14.709731,10.854758,,16.45,14.45,13.4,,8.742,8.177,7.839,2015MNRAS.449.2618W,,Gaia DR2 778947608243864320,Gaia EDR3 778947608243864320,BD+44 2051B,WX UMa,GJ 412 B,,,...
101,51,BD+20 2465,LM,BD+20 2465,154.898813701107,19.8698099054513,2016,201.406421019486,0.0296157,2020yCat.1350....0G,-498.620360311109,0.027898356,-43.4276690820186,0.026116055,2020yCat.1350....0G,12.44,0.0036,2018A&A...616A...7S,M3,2019AJ....157...63K,Opt Spec,3,8.204091,,9.597194,7.032551,,10.82,9.52,9.19,,5.449,4.843,4.593,,,Gaia DR2 625453654702751872,Gaia EDR3 625453654702751872,BD+20 2465,AD Leo,GJ 388,,,...
102,52,HD 204961,LM,GJ 832,323.39125187764,-49.0126303968106,2016,201.325198332554,0.023687575,2020yCat.1350....0G,-45.9167529537651,0.02340184,-816.874962877743,0.01842646,2020yCat.1350....0G,13.164,0.0014,2018A&A...616A...7S,M1.5,1995AJ....110.1838R,Opt Spec,3,7.739947,,8.902462,6.6625524,11.359,10.176,8.672,7.665,6.479,5.349,4.766,4.501,,2,Gaia DR2 6562924609150908416,Gaia EDR3 6562924609150908416,HD 204961,,GJ 832,HD 204961,HIP 106440,...
103,52,HD 204961,Planet,GJ 832 b,323.39125187764,-49.0126303968106,2016,201.325198332554,0.023687575,FROM:GJ832,,,,,,,,,,,,,,,,,,,,,,,,,2014ApJ...791..114W,,,,,,,,,...
104,52,HD 204961,Planet,GJ 832 c,323.39125187764,-49.0126303968106,2016,201.325198332554,0.023687575,FROM:GJ832,,,,,,,,,,,,,,,,,,,,,,,,,2014ApJ...791..114W,,,,,,,,,...
105,53,CD-44 11909,LM,GJ 682,264.260887389732,-44.3233822430384,2016,199.694401280748,0.031152742,2020yCat.1350....0G,-705.945054079562,0.03495059,-938.079969898934,0.021445652,2020yCat.1350....0G,-34.869,0.0005,2018A&A...616A...7S,M5,2014MNRAS.443.2561G,Opt Spec,3,9.602153,,11.2452345,8.340336,13.791,12.593,10.946,9.729,8.145,6.544,5.917,5.606,,2,Gaia DR2 5955305209191546112,Gaia EDR3 5955305209191546112,CD-44 11909,,GJ 682,,HIP 86214,...
106,53,CD-44 11909,Planet,GJ 682 b,264.260887389732,-44.3233822430384,2016,199.694401280748,0.031152742,FROM:GJ682,,,,,,,,,,,,,,,,,,,,,,,,,2014MNRAS.441.1545T,,,,,,,,,...
107,53,CD-44 11909,Planet,GJ 682 c,264.260887389732,-44.3233822430384,2016,199.694401280748,0.031152742,FROM:GJ682,,,,,,,,,,,,,,,,,,,,,,,,,2014MNRAS.441.1545T,,,,,,,,,...
108,54,omi02 Eri,*,GJ 166 A,63.8079530060208,-7.66807781501998,2016,199.608012418134,0.12083028,2020yCat.1350....0G,-2240.08498389235,0.13507964,-3421.8086201704,0.09439368,2020yCat.1350....0G,-42.269,0.0006,2018A&A...616A...7S,K0.5,2006AJ....132..161G,Opt Spec,3,4.179894,,4.610995,3.5697494,5.69,5.25,4.43,3.74,3.29,2.93,2.48,2.41,2017AJ....154..200M,,Gaia DR2 3195919528988725120,Gaia EDR3 3195919528989223040,GJ 166 A,Keid,GJ 166 A,HD 26965,HIP 19849,HD 26965 b: candidate planet 2018MNRAS.480.2411M
109,54,omi02 Eri,WD,GJ 166 B,63.8307875243832,-7.67295213540735,2016,199.691073272041,0.05120331,2020yCat.1350....0G,-2236.16874906978,0.047661513,-3338.9552892509,0.038766496,2020yCat.1350....0G,,,,DA2.9,2011ApJ...743..138G,Opt Spec,3,9.54224,,9.481124,9.672128,9.147,9.83,9.53,,,9.849,9.986,9.861,2017AJ....154..200M,,,Gaia EDR3 3195919254111315712,GJ 166 B,,GJ 166 B,HD 26976,,...
110,54,omi02 Eri,LM,GJ 166 C,63.8296560208744,-7.67090338261034,2016,199.451618597389,0.069206245,2020yCat.1350....0G,-2247.18294261271,0.06516677,-3409.82370878987,0.053521328,2020yCat.1350....0G,-43.578,0.024,2020A&A...636A..36L,M4.5,2015A&A...577A.128A,Opt Spec,3,9.775309,,11.490885,8.501209,,12.85,11.17,,,6.747,6.28,5.962,2017AJ....154..200M,,Gaia DR2 3195919322830293760,Gaia EDR3 3195919254111314816,GJ 166 C,DY Eri,GJ 166 C,,,...
111,55,EV Lac,LM,EV Lac,341.702825452236,44.3319533233193,2016,197.957300946756,0.021990642,2020yCat.1350....0G,-706.215810975072,0.017996477,-458.919627416152,0.02047953,2020yCat.1350....0G,0.287,0.0138,2018A&A...616A...7S,M4,2013AJ....145..102L,Opt Spec,3,9.005235,,10.522137,7.7919774,,11.85,10.26,9.89,,6.106,5.554,5.299,,,Gaia DR2 1934263333784036736,Gaia EDR3 1934263333784036736,EV Lac,,GJ 873,,HIP 112460,...
112,56,G 9-38,LM,G 9-38 A,134.559189679068,19.7629598434874,2016,194.144309048263,0.12283384,2020yCat.1350....0G,-767.060491546643,0.122229315,-100.176478315671,0.08311987,2020yCat.1350....0G,14,5,2014AJ....147...20N,M7,2014AJ....147...20N,NIR Spec,3,11.96628,,14.323954,10.547036,,,13.93,,,,,,2001AJ....121.2189O,,Gaia DR2 660597997696173440,Gaia EDR3 660597997696173440,G 9-38 A,EI Cnc A,GJ 1116 A,,,...
113,56,G 9-38,LM,G 9-38 B,134.558691511389,19.7625788819877,2016,196.261926034373,0.19761291,2020yCat.1350....0G,-937.132835654488,0.1901644,-34.5590368877166,0.13755071,2020yCat.1350....0G,13,5,2014AJ....147...20N,M7,2014AJ....147...20N,NIR Spec,3,12.48557,,15.062966,11.024552,,,13.75,,,,,,2001AJ....121.2189O,,Gaia DR2 660597997697274752,Gaia EDR3 660597997697274752,G 9-38 B,EI Cnc B,GJ 1116 B,,,...
114,57,70 Oph,*,70 Oph A,271.364453818457,2.49522409591257,2016,195.567354559423,0.19638827,2020yCat.1350....0G,206.52500310614,0.24627137,-1107.4919291638,0.1637304,2020yCat.1350....0G,-5.8,0.0222,2018A&A...616A...7S,K0,2003AJ....126.2048G,Opt Spec,3,3.987364,,4.409446,3.4057531,5.4,4.89,4.03,3.38,2.92,2.34,1.88,1.79,2008A&A...482..631E,,,Gaia EDR3 4468557611984384512,70 Oph A,,GJ 702 A,HD 165341 A,HIP 88601,...
115,57,70 Oph,*,70 Oph B,271.365911609037,2.49419875809273,2016,195.856331531705,0.25345382,2020yCat.1350....0G,333.292098308107,0.26375088,-1068.35390955567,0.21460679,2020yCat.1350....0G,-10,5,1953GCRV..C......0W,K4,1967AJ.....72.1334C,Opt Phot,3,5.5392184,,6.2211246,4.73547,,7.26,6.07,5.6,,,,,2008A&A...482..631E,,Gaia DR2 4468557611977674496,Gaia EDR3 4468557611977674496,70 Oph B,,GJ 702 B,HD 165341 B,,...
116,58,alf Aql,*,alf Aql,297.695827296387,8.86832119643696,2000,194.95,0.57,2007A&A...474..653V,536.23,0.51,385.29,0.57,2007A&A...474..653V,-26.6,0.4,2006AstL...32..759G,A7,2003AJ....126.2048G,Opt Spec,10,,0.85,,,1.07,0.98,0.76,0.62,0.49,0.35,0.24,0.24,,,,,alf Aql,Altair,GJ 768,HD 187642,HIP 97649,...
117,59,2MASS J15065257+7027247,BD,2MASS J15065257+7027247,226.702636146619,70.4616191335811,2016,193.941232607798,0.6277344,2020yCat.1350....0G,-1194.17922402729,0.7220219,1042.19421361011,0.8361542,2020yCat.1350....0G,,,,T6,2011ApJS..197...19K,NIR Spec,3,20.225025,,21.771992,18.33195,,,,,,13.74,13.65,13.826,,,Gaia DR2 1695191332232990720,Gaia EDR3 1695191332232990720,2MASS J15065257+7027247,,,,,...
118,60,G 99-49,LM,G 99-49,90.0159764415998,2.70637407990249,2016,192.013462187852,0.03095804,2020yCat.1350....0G,309.146243713512,0.033973638,-40.3684306458945,0.024125101,2020yCat.1350....0G,30.228,0.02,2018A&A...616A...7S,M3.5e,2015AJ....149..106D,Opt Spec,3,9.901327,,11.5446415,8.654313,,12.97,11.31,10.92,8.43,6.905,6.308,6.042,,,Gaia DR2 3316364602541746048,Gaia EDR3 3316364602541746048,G 99-49,,GJ 3379,,,Not a binary 2017A&A...597A..47C
119,61,2MASS J08173001-6155158,BD,2MASS J08173001-6155158,124.3735180552,-61.9161302226488,2016,191.83624032785,0.41861156,2020yCat.1350....0G,-156.45124641826,0.5067487,1099.3657696845,0.5030782,2020yCat.1350....0G,,,,T6,2011ApJS..197...19K,NIR Spec,3,20.0352,,21.742388,18.231085,,,,,,13.613,13.53,13.52,,,Gaia DR2 5278042880077383040,Gaia EDR3 5278042880077383040,2MASS J08173001-6155158,,,,,...
120,62,G 254-29,LM,G 254-29,176.939407981479,78.693297453053,2016,190.325142715293,0.019362431,2020yCat.1350....0G,748.418288603171,0.023584152,480.804300004823,0.025972635,2020yCat.1350....0G,-111.965,0.025,2020A&A...636A..36L,M4e,2013AJ....145..102L,Opt Spec,3,9.551337,,11.049281,8.347287,,12.741,,10,,6.724,6.217,5.954,,,Gaia DR2 1129149723913123456,Gaia EDR3 1129149723913123456,G 254-29,,GJ 445,,HIP 57544,...
121,63,WISEA J154045.67-510139.3,LM,WISEA J154045.67-510139.3,235.195177462592,-51.0281013069045,2016,187.728980687871,0.04963138,2020yCat.1350....0G,1949.46149145824,0.049766965,-324.789114332141,0.049594145,2020yCat.1350....0G,,,,M6.5,2016ApJS..224...36K,Opt Spec,3,12.7359295,,15.514997,11.288808,,,,15.08,,8.961,8.299,7.943,,,Gaia DR2 5985290231327158144,Gaia EDR3 5985290231327158144,WISEA J154045.67-510139.3,,,,,...
122,64,2MASS J09393548-2448279,BD,2MASS J09393548-2448279,144.897874,-24.807762,2000,187.3,4.6,2008ApJ...689L..53B,558.1,5.8,-1030.5,5.6,2012ApJ...752...56F,,,,T8,2006APJ...639.1095B,NIR Spec,20,,23.54,,,,,,,,15.98,15.797,16.556,,,,,2MASS J09393548-2448279,,,,,...
123,65,LP 656-38,LM,GJ 3323,75.4868052125233,-6.94858740902785,2016,186.046627793591,0.027749853,2020yCat.1350....0G,-551.746434914987,0.02649439,-533.648216597346,0.020725613,2020yCat.1350....0G,41.967,0.024,2020A&A...636A..36L,M4e,2015AJ....149..106D,Opt Spec,3,10.649305,,12.41324,9.380491,,13.92,12.196,11.791,9.175,7.617,7.065,6.736,,2,Gaia DR2 3187115498866675456,Gaia EDR3 3187115498866675456,LP 656-38,,GJ 3323,,,...
124,65,LP 656-38,Planet,GJ 3323 b,75.4868052125233,-6.94858740902785,2016,186.046627793591,0.027749853,FROM:GJ3323,,,,,,,,,,,,,,,,,,,,,,,,,2017A&A...602A..88A,,,,,,,,,...
125,65,LP 656-38,Planet,GJ 3323 c,75.4868052125233,-6.94858740902785,2016,186.046627793591,0.027749853,FROM:GJ3323,,,,,,,,,,,,,,,,,,,,,,,,,2017A&A...602A..88A,,,,,,,,,...
126,66,HD 119850,LM,HD 119850,206.440565844861,14.8850527045986,2016,183.996195254685,0.025324116,2020yCat.1350....0G,1776.00617956645,0.033817586,-1455.15571800563,0.016629888,2020yCat.1350....0G,15.812,0.0009,2018A&A...616A...7S,M1.5,2019A&A...625A..68S,Opt Spec,3,7.6105833,,8.684302,6.56938,10.989,9.894,8.5,7.465,6.363,5.18,4.775,4.415,,,Gaia DR2 3741297293732404352,Gaia EDR3 3741297293732404352,HD 119850,,GJ 526,HD 119850,HIP 67155,...
127,67,G 175-34,LM,GJ 169.1 A,67.8091906283281,58.9679799715474,2016,181.243839012434,0.049853016,2020yCat.1350....0G,1300.36478360256,0.05556656,-2046.10551889657,0.047106765,2020yCat.1350....0G,28.797,0.0143,2018A&A...616A...7S,M4e,2013AJ....145..102L,Opt Spec,3,9.702565,,11.347691,8.451808,,,10.98,,,6.622,6.012,5.717,2017Sci...356.1046S,,Gaia DR2 470826482635704064,Gaia EDR3 470826482637310080,GJ 169.1 A,Stein 2051 A,GJ 169.1 A,,,...
128,67,G 175-34,WD,GJ 169.1 B,67.8138919746539,58.9694812051359,2016,181.273007491769,0.02025858,2020yCat.1350....0G,1334.77969295146,0.021359613,-1947.63815054171,0.018827802,2020yCat.1350....0G,2,9.8,2002AJ....124.1118S,DC,2015ApJS..219...19L,Opt Spec,3,12.33619,,12.493927,12.051627,12.29,12.77,,12.8,,,,,2017Sci...356.1046S,,Gaia DR2 470826482635701376,Gaia EDR3 470826482637310848,GJ 169.1 B,Stein 2051 B,GJ 169.1 B,,,...
129,68,2MASS J11145133-2618235,BD,2MASS J11145133-2618235,168.713905,-26.306545,2000,179.2,1.4,2012ApJS..201...19D,-3021.5,1.8,-389.5,2.1,2012ApJS..201...19D,,,,T7.5,2006APJ...639.1095B,NIR Spec,20,,23.76,,,,,,,,15.858,15.734,16.54,,,,,2MASS J11145133-2618235,,,,,...
